¿Cómo se define el newton en términos de unidades básicas, y qué ley anticipa esa definición?	1 N ≡ 1 kg·m/s². Anticipa la segunda ley: un newton es la fuerza que le imprime a un kilogramo una aceleración de un metro por segundo al cuadrado.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
Tirás de un cuerpo con dos balanzas de resorte en direcciones distintas: una marca 3 N y la otra 4 N. ¿Alcanza con esos dos números para saber el efecto sobre el cuerpo?	No: falta el ángulo entre ellas. El efecto que se mide es el de la suma vectorial de las dos lecturas, no el de la suma de sus módulos. Los 7 N salen solo si las dos tiran en la misma dirección y sentido. Que la fuerza sea vectorial es un hecho experimental, no una convención de notación.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
¿Por qué separar las fuerzas en «de contacto» y «de campo» es una comodidad de trabajo y no una distinción fundamental?	Porque a escala atómica todas las fuerzas de contacto son eléctricas: lo que llamamos tocar es una interacción entre nubes de electrones que nunca llegan a superponerse. La separación sirve para organizar el análisis, nada más.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
¿Qué condición tiene que cumplir un sistema de referencia para ser inercial?	Que un objeto que no interactúa con nada tenga aceleración nula en él. Todo marco que se mueva con velocidad constante respecto de uno inercial también es inercial. La Tierra no lo es en sentido estricto, porque rota y orbita, pero sus aceleraciones son despreciables frente a g.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
Si la segunda ley con ΣF = 0 ya describe el movimiento a velocidad constante, ¿qué función le queda a la primera ley?	No es un caso particular de la segunda: es la afirmación de qué marcos de referencia son legítimos para escribir ΣF = ma. Además describe otra situación física — ausencia de fuerzas externas, no cancelación de fuerzas. Las consecuencias cinemáticas coinciden; los enunciados no.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
Un paracaidista cae a velocidad constante con el paracaídas abierto. ¿Qué ley describe su situación, y por qué?	La segunda, con fuerza neta nula. Sobre él actúan dos fuerzas grandes, el peso y la resistencia del aire, que se cancelan entre sí. Hay fuerzas, no ausencia de fuerzas, así que no es un caso de la primera ley.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
Escribí la definición operacional de masa inercial para dos cuerpos a los que se les aplica por separado la misma fuerza.	m₁/m₂ ≡ a₂/a₁. Los subíndices se cruzan: el cuerpo que menos se acelera es el que más masa tiene. Permite comparar dos masas sin saber cuánta fuerza se aplicó, siempre que sea la misma en los dos casos.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
Masa inercial y masa gravitacional: ¿qué mide cada una, y qué justifica usar un solo número para las dos?	La inercial mide la resistencia a que le cambien la velocidad; la gravitacional, con qué intensidad el cuerpo atrae y es atraído gravitatoriamente. Conceptualmente no tienen nada que ver. Experimentalmente dan siempre el mismo valor, con precisión altísima, y por eso se usa una sola palabra y un solo número.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
Una valija de 20 kg se lleva de Córdoba a la Luna. ¿Qué cantidad cambia, cuál no, y de qué es propiedad cada una?	La masa no cambia: siguen siendo 20 kg, porque mide resistencia a acelerar y eso no depende del lugar. Es propiedad del objeto. El peso sí cambia: unos 200 N en Córdoba y la sexta parte en la Luna, porque depende de g. No es propiedad del objeto sino del sistema que forma con el cuerpo que lo atrae.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
¿Por qué el modelo de análisis (equilibrio o fuerza neta) se elige por dirección y no por problema?	Porque ΣF = ma es vectorial y se separa en ecuaciones escalares independientes, una por eje: ΣFx = m·ax y ΣFy = m·ay. En un mismo problema el cuerpo puede tener fuerza neta en una dirección y estar en equilibrio en la otra, como una caja arrastrada sobre una mesa horizontal. Hay que volver a elegir el modelo en cada eje.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
Sobre un bloque de 2 kg actúan un peso de 20 N hacia abajo y una normal de 26 N hacia arriba. En el diagrama alguien dibuja tres flechas: 20 N, 26 N y 6 N. ¿Cuál sobra y por qué?	Sobra la de 6 N: es m·a, con a = 3 m/s² hacia arriba. Es el resultado de sumar las fuerzas, no un sumando más: vive del otro lado del signo igual y nunca aparece en el diagrama ni en la lista de fuerzas.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
¿Cuál es el criterio del «recorte» que decide qué se dibuja en un diagrama de cuerpo aislado?	Se traza una línea imaginaria alrededor del objeto elegido y se anota únicamente lo que cruza esa línea hacia adentro: las fuerzas que otros le hacen a él. Todo lo que el objeto le hace al resto del mundo queda afuera. Las fuerzas de campo cruzan la línea igual que las de contacto, aunque no haya nada apoyado: el peso siempre entra.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
¿En qué momento del problema conviene hacer el diagrama de cuerpo aislado, y qué tipo de error previene hacerlo ahí?	Antes de escribir una sola ecuación, nunca después para ilustrar lo ya resuelto. La mayoría de los errores de dinámica no son de álgebra sino fuerzas de más o de menos en la lista, y el diagrama es el único lugar donde eso se ve.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
Diagrama de cuerpo aislado y diagrama de cuerpo libre: ¿son herramientas distintas?	No, son exactamente la misma con dos nombres. «Cuerpo aislado» es el nombre que usa la cátedra; «cuerpo libre» es el que aparece en Serway.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
Un bloque apoyado en una mesa horizontal cumple n = mg. Nombrá tres modificaciones de la situación que rompan esa igualdad.	Inclinar la superficie, y queda n = mg·cos θ. Apoyar una mano encima o colgarle algo, que agrega fuerzas verticales. Meterlo en un ascensor acelerado, y queda n = m(g ± a). La normal es pasiva: toma el valor que haga falta para que el cuerpo no atraviese la superficie, así que siempre se despeja de la segunda ley en la dirección perpendicular, nunca se escribe de memoria.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
Estás parado sobre una balanza dentro de un ascensor que sube acelerando, y la balanza marca más que en reposo. ¿Qué cantidad aumentó y qué le pasó a tu peso?	El peso no se enteró de nada: vale mg y sigue igual. Lo que aumentó es la normal que hace la balanza, que es lo que ella mide y lo que sienten los pies. Sale de despejar n de la segunda ley en la vertical con aceleración hacia arriba.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
¿Qué dirección y sentido tiene la fuerza que una cuerda ejerce sobre el objeto atado a ella, y qué condición permite hablar de «la» tensión de la soga como un único número?	La dirección de la cuerda, con el sentido que se aleja del objeto: una soga tira, nunca empuja. Si la cuerda tiene masa despreciable, la tensión es la misma en todos sus puntos, y por eso alcanza con un solo número. T es un escalar; la fuerza es lo que tiene dirección y sentido.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
En un libro apoyado sobre una mesa, n y mg tienen igual módulo y sentidos opuestos. ¿Qué relación hay entre esas dos fuerzas, y cuál es la verdadera pareja de tercera ley de cada una?	No son un par de acción y reacción: las dos actúan sobre el mismo cuerpo, el libro, y un par de tercera ley nunca lo hace. Que los módulos coincidan sale de la segunda ley aplicada a un cuerpo sin aceleración vertical, y deja de valer apenas el libro entra en un ascensor acelerado. La pareja de mg es la atracción que el libro ejerce sobre la Tierra; la de n, la fuerza que el libro ejerce sobre la mesa, hacia abajo. Cuando la guía pide «la reacción del plano sobre el bloque» está nombrando a n, no a un par de tercera ley.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
¿Qué convención de subíndices se adopta en el capítulo para escribir la tercera ley, y cómo queda la ecuación?	El primer subíndice nombra al cuerpo que ejerce la fuerza y el segundo al cuerpo que la recibe. Con eso, F₁₂ = −F₂₁. Los textos suelen dar la convención por sobreentendida, así que conviene fijarla antes de escribir nada.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
Enumerá las tres propiedades que cumplen siempre las dos fuerzas de un par de interacción.	Actúan sobre cuerpos distintos, siempre. Son del mismo tipo: si una es gravitatoria la otra también, si una es de contacto la otra también. Y no existen por separado, porque no hay manera de ejercer una fuerza sin recibir su pareja. De la primera se sigue el uso práctico: nunca aparecen juntas en un mismo diagrama de cuerpo aislado y por lo tanto nunca se cancelan entre sí.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
¿Por qué en un plano inclinado se eligen ejes paralelo y perpendicular al plano en lugar de horizontal y vertical?	Porque si el cuerpo se mueve, se mueve a lo largo del plano: con ejes rotados su aceleración tiene una sola componente no nula en vez de dos. Y la normal, perpendicular al plano por definición, queda alineada con un eje y no hay que descomponerla. El costo es descomponer el peso, pero descomponer una fuerza conocida sale más barato que arrastrar dos incógnitas repartidas en dos componentes cada una.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
En un plano inclinado un ángulo θ, ¿cuánto valen las dos componentes del peso respecto de los ejes del plano, y por qué aparece ese mismo θ en la descomposición?	A lo largo del plano, mg·sen θ, apuntando hacia abajo de la pendiente. Perpendicular al plano, mg·cos θ, contra la normal. El ángulo entre el peso y el eje perpendicular al plano es el mismo θ del plano porque sus lados son perpendiculares entre sí. De ΣFy = n − mg·cos θ = 0 sale n = mg·cos θ.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
Un problema deja dos ecuaciones que comparten una misma incógnita molesta, típicamente T o n. ¿Qué maniobra la elimina de un saque?	Dividir una ecuación por la otra: la incógnita se cancela y queda una relación directa entre el ángulo y los datos del problema.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
¿Qué codifica el signo menos en Fs = −kx, y cómo se llama una fuerza con esa propiedad?	Codifica que la fuerza siempre se opone al desplazamiento y apunta de vuelta a la posición de equilibrio: si estirás hacia el lado positivo, x > 0 y la fuerza sale negativa; si comprimís, x < 0 y sale positiva. Una fuerza así se llama restauradora, y el signo menos es la manera más económica de escribirla.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
Un cuerpo de masa m cuelga en reposo de un resorte de constante k sujeto al techo. ¿Cuánto se estiró el resorte respecto de su longitud natural, y de dónde sale ese resultado?	d = mg/k. Sale de plantear la segunda ley en la vertical con el cuerpo en reposo: kd − mg = 0. La posición de reposo no es la de la longitud natural del resorte.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
Alguien escribe la fuerza neta sobre un cuerpo colgado de un resorte como Fneta = −kx, midiendo x desde la longitud natural. ¿Qué le falta a esa ecuación y cómo se arregla cambiando el origen?	Medido desde la longitud natural, −kx es solo la fuerza del resorte: falta el término mg, y la fuerza neta queda corrida en exactamente mg. Medir desde ahí es legítimo si se suma el peso. Si en cambio se toma el origen en la nueva posición de equilibrio, kd y mg ya se cancelaron entre sí y la fuerza neta vuelve a ser −kx, sin ningún término extra.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
¿Qué frase de un enunciado te habilita a escribir la relación estática con igualdad, fe = μe·n?	Solo la de movimiento inminente: «está a punto de arrancar», «la mínima fuerza capaz de moverlo», «el ángulo en que empieza a deslizar». En cualquier otra situación la relación es fe ≤ μe·n, y el valor de fe se despeja del equilibrio, igual que la normal. El producto μe·n no es el rozamiento sino su techo.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
Un cajón de 100 N está quieto sobre piso horizontal, μe = 0,4, y lo empujás con 20 N sin moverlo. ¿A qué pregunta contesta el número 40 N, si no es a la del rozamiento?	A la de cuánto habría que empujar para arrancarlo: 40 N es el techo μe·n, con n = 100 N. El rozamiento en esa situación vale 20 N, y sale del equilibrio horizontal, porque el cajón no se mueve. Son dos preguntas distintas y el enunciado contesta la primera solo si pide la fuerza mínima.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
Un borrador se mantiene quieto contra un pizarrón vertical porque alguien lo aprieta horizontalmente con una fuerza F. ¿Qué sostiene su peso, cuánto vale la normal, y por qué apretar más ayuda?	Lo sostiene el rozamiento estático, que acá es vertical y tiene que igualar al peso: fe = P, despejado del equilibrio. La normal es horizontal y vale F, sin ninguna relación con mg. Apretar más no empuja al borrador hacia arriba: sube n, y con ella el techo μe·n, que es hasta dónde puede crecer el rozamiento antes de que resbale.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
Sobre un cuerpo que se mueve actúa una fuerza que se le opone y que crece con la rapidez. ¿Puede ser rozamiento dinámico?	No. El rozamiento dinámico de este modelo vale μd·n y no depende de la rapidez: ir a 1 m/s o a 5 m/s da la misma fuerza. Una fuerza que crece con la velocidad es la resistencia de un fluido, aire o agua, que es un modelo distinto, aparece más adelante en la materia, y confundirlo con el rozamiento arruina el planteo desde el primer renglón.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
Aclaraciones de símbolos del capítulo: ¿qué es μ y qué unidades tiene, cómo escribe la cátedra los dos coeficientes y cómo aparecen en la bibliografía en inglés?	μ es siempre un coeficiente de rozamiento y es adimensional; k, en cambio, es siempre la constante elástica de un resorte y va en N/m: no tienen nada que ver. La cátedra escribe μe para el estático y μd para el dinámico, y dice «dinámico» donde el inglés dice «cinético», con μs y μk. Rozamiento y fricción son sinónimos. Los coeficientes son propios del par de superficies, no de un material solo, y nada los obliga a ser menores que 1: hule sobre concreto seco llega a μe = 1,0.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
¿Por qué cuesta más arrancar un ropero que mantenerlo andando, y cuál es el par de superficies tabulado que no cumple eso?	Porque para casi todos los pares μd es menor que μe: hay que vencer el techo μe·n para arrancar, y una vez deslizando el rozamiento cae a μd·n. El tirón que se siente en la mano cuando el mueble por fin se mueve es exactamente ese escalón. La excepción entre los pares tabulados es el teflón contra teflón, con μe = μd = 0,04. La versión cara de la misma física es el ABS, que suelta y aprieta el freno para mantener la rueda del lado estático.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
Caminás a cinco kilómetros por hora. ¿Por qué es coherente decir que el rozamiento entre la suela y la vereda es estático, si el dueño de la suela viene a toda velocidad?	Porque el régimen lo decide el movimiento relativo entre las dos superficies que se tocan, no la velocidad del cuerpo respecto del piso. El pie apoyado se planta y no desliza sobre la vereda: el resto del cuerpo pasa por encima. Sin deslizamiento entre suela y piso, el rozamiento es estático.	fisica-1 dinamica-newtoniana examen::parcial-1 examen::recuperatorio-regularidad
